phone	retailer_type	retailer_name		distribution_route	area	city
201062200951	Cafe	عيش وزبده		المقطم 		
201062200951	Cafe	عيش وزبده		المقطم 	المقطم	
201062228048	Cafe	مقهي ام كلثوم		وسط البلد	وسط البلد 	القاهرة
201062228048	Cafe	مقهي ام كلثوم				
201062228048	Cafe	مقهي ام كلثوم		وسط البلد		
201062228048	Cafe	مقهي ام كلثوم		وسط البلد	وسط البلد 	
201062228753	Restaurant	سفاري2000		الهرم	الهرم	الجيزه
201062228753	Restaurant	سفاري2000				
201062228753	Restaurant	سفاري2000		الهرم		
201062228753	Restaurant	سفاري2000		الهرم	الهرم	
201062257765	Restaurant	ShrimpZone		مصر الجديدة	مدينة المستقبل	القاهرة
201062257765	Restaurant	ShrimpZone		مصر الجديدة	مدينة نصر‎‎‎‎	القاهرة
201062257765	Restaurant	ShrimpZone		مصر الجديدة	مصر الجديدة	القاهرة
201062257765	Restaurant	ShrimpZone		مصر الجديدة 	مصر الجديدة	القاهرة
201062257765	Restaurant	ShrimpZone		مصر الجديده	مصر الجديدة	القاهرة
201062257765	Restaurant	ShrimpZone				
201062257765	Restaurant	ShrimpZone		مصر الجديدة		
201062257765	Restaurant	ShrimpZone		مصر الجديدة	مدينة المستقبل	
201062257765	Restaurant	ShrimpZone		مصر الجديدة	مدينة نصر‎‎‎‎	
201062257765	Restaurant	ShrimpZone		مصر الجديدة	مصر الجديدة	
201062257765	Restaurant	ShrimpZone		مصر الجديدة 		
201062257765	Restaurant	ShrimpZone		مصر الجديدة 	مصر الجديدة	
201062257765	Restaurant	ShrimpZone		مصر الجديده		
201062257765	Restaurant	ShrimpZone		مصر الجديده	مصر الجديدة	
201062344118	Restaurant	كابوتشا		فيصل	فيصل	الجيزه
201062344118	Restaurant	كابوتشا				
201062344118	Restaurant	كابوتشا		فيصل		
201062344118	Restaurant	كابوتشا		فيصل	فيصل	
201062409433	Restaurant	R Sushi		المقطم	المقطم	القاهرة
201062409433	Restaurant	R Sushi				
201062409433	Restaurant	R Sushi		المقطم		
201062409433	Restaurant	R Sushi		المقطم	المقطم	
201062450615	Cafe	مستكه		الفيوم غرب	الفيوم غرب	الفيوم
201062450615	Cafe	مستكه				
201062450615	Cafe	مستكه		الفيوم غرب		
201062450615	Cafe	مستكه		الفيوم غرب	الفيوم غرب	
201062478368	Cafe	كلوب هاوس		العبور	العبور	القاهرة
201062478368	Cafe	كلوب هاوس				
201062478368	Cafe	كلوب هاوس		العبور		
201062478368	Cafe	كلوب هاوس		العبور	العبور	
201062488611	Cafe	جنة فواكه الشربتلي		المنصورة غرب	المنصورة غرب	المنصورة
201062488611	Cafe	جنة فواكه الشربتلي				
201062488611	Cafe	جنة فواكه الشربتلي		المنصورة غرب		
201062488611	Cafe	جنة فواكه الشربتلي		المنصورة غرب	المنصورة غرب	
201062493553	Cafe	icardio gym		العبور	العبور	القاهرة
201062493553	Cafe	icardio gym				
201062493553	Cafe	icardio gym		العبور		
201062493553	Cafe	icardio gym		العبور	العبور	
201062515265	Restaurant	ميرا برجر		دار السلام‎	دار السلام‎	القاهرة
201062515265	Restaurant	ميرا برجر				
201062515265	Restaurant	ميرا برجر		دار السلام‎		
201062515265	Restaurant	ميرا برجر		دار السلام‎	دار السلام‎	
201062529083	Restaurant	جروبرو		حى بولاق	حي بولاق	القاهرة
201062529083	Restaurant	جروبرو		حي بولاق	حي بولاق	القاهرة
201062529083	Restaurant	جروبرو				
201062529083	Restaurant	جروبرو		حى بولاق		
201062529083	Restaurant	جروبرو		حى بولاق	حي بولاق	
201062529083	Restaurant	جروبرو		حي بولاق		
201062529083	Restaurant	جروبرو		حي بولاق	حي بولاق	
201062603912	Restaurant	كربيكو		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201062603912	Restaurant	كربيكو				
201062603912	Restaurant	كربيكو		حي مدينه نصر‎‎‎‎		
201062603912	Restaurant	كربيكو		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201062612896	Cafe	الشمندورة		المهندسين	المهندسين	الجيزه
201062612896	Cafe	الشمندورة				
201062612896	Cafe	الشمندورة		المهندسين		
201062612896	Cafe	الشمندورة		المهندسين	المهندسين	
201062641634	Cafe	كافتريا بوحه		البياضية والبغدادي	البياضية والبغدادي	الأقصر
201062641634	Cafe	كافتريا بوحه				
201062641634	Cafe	كافتريا بوحه		البياضية والبغدادي		
201062641634	Cafe	كافتريا بوحه		البياضية والبغدادي	البياضية والبغدادي	
201062645251	Restaurant	Salad Store		مصر الجديدة	مصر الجديدة	القاهرة
201062645251	Restaurant	Salad Store		مصر الجديده	مصر الجديدة	القاهرة
201062645251	Restaurant	Salad Store				
201062645251	Restaurant	Salad Store		مصر الجديدة		
201062645251	Restaurant	Salad Store		مصر الجديدة	مصر الجديدة	
201062645251	Restaurant	Salad Store		مصر الجديده		
201062645251	Restaurant	Salad Store		مصر الجديده	مصر الجديدة	
201062949317	Restaurant	Fish and shrimps		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201062949317	Restaurant	Fish and shrimps		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201062949317	Restaurant	Fish and shrimps				
201062949317	Restaurant	Fish and shrimps		حي مدينه نصر‎‎‎‎		
201062949317	Restaurant	Fish and shrimps		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201062949317	Restaurant	Fish and shrimps		مدينة نصر		
201062949317	Restaurant	Fish and shrimps		مدينة نصر	مدينة نصر‎‎‎‎	
201062978141	Restaurant	برجر كلوب		شبرا مصر	شبرا مصر	القاهرة
201062978141	Restaurant	برجر كلوب				
201062978141	Restaurant	برجر كلوب		شبرا مصر		
201062978141	Restaurant	برجر كلوب		شبرا مصر	شبرا مصر	
201063025377	Restaurant	مجموعه الكرم		6 اكتوبر	6 اكتوبر	الجيزه
201063025377	Restaurant	مجموعه الكرم		6 أكتوبر 	6 اكتوبر	الجيزه
201063025377	Restaurant	مجموعه الكرم		اكتوبر	6 اكتوبر	الجيزه
201063025377	Restaurant	مجموعه الكرم		اكتوبر 	6 اكتوبر	الجيزه
201063025377	Restaurant	مجموعه الكرم				
201063025377	Restaurant	مجموعه الكرم		6 اكتوبر		
201063025377	Restaurant	مجموعه الكرم		6 اكتوبر	6 اكتوبر	
201063025377	Restaurant	مجموعه الكرم		6 أكتوبر 		
201063025377	Restaurant	مجموعه الكرم		6 أكتوبر 	6 اكتوبر	
201063025377	Restaurant	مجموعه الكرم		اكتوبر		
201063025377	Restaurant	مجموعه الكرم		اكتوبر	6 اكتوبر	
201063025377	Restaurant	مجموعه الكرم		اكتوبر 		
201063025377	Restaurant	مجموعه الكرم		اكتوبر 	6 اكتوبر	
201063029045	Cafe	بلال كافيه		محرم بك	محرم بك	الإسكندرية
201063029045	Cafe	بلال كافيه				
201063029045	Cafe	بلال كافيه		محرم بك		
201063029045	Cafe	بلال كافيه		محرم بك	محرم بك	
201063048043	Cafe	كافيه حارتنا		مركز بنى مزار	مركز بنى مزار	المنيا
201063048043	Cafe	كافيه حارتنا				
201063048043	Cafe	كافيه حارتنا		مركز بنى مزار		
201063048043	Cafe	كافيه حارتنا		مركز بنى مزار	مركز بنى مزار	
201063053087	Gym	الحبيب/بار داخل جيم		حلوان	حلوان	القاهرة
201063053087	Gym	الحبيب/بار داخل جيم				
201063053087	Gym	الحبيب/بار داخل جيم		حلوان		
201063053087	Gym	الحبيب/بار داخل جيم		حلوان	حلوان	
201063087808	Restaurant	مطعم الشعب 		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201063087808	Restaurant	مطعم الشعب 				
201063087808	Restaurant	مطعم الشعب 		مدينة نصر		
201063087808	Restaurant	مطعم الشعب 		مدينة نصر	مدينة نصر‎‎‎‎	
201063115574	Company	*الشركة الوطنية للصناعات الغذائية والتوريدات العمومية سيناء*		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201063115574	Company	*الشركة الوطنية للصناعات الغذائية والتوريدات العمومية سيناء*				
201063115574	Company	*الشركة الوطنية للصناعات الغذائية والتوريدات العمومية سيناء*		حي مدينه نصر‎‎‎‎		
201063115574	Company	*الشركة الوطنية للصناعات الغذائية والتوريدات العمومية سيناء*		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201063121298	Restaurant	غزالة ريستوران وكافية		حي الزمالك	الزمالك	الجيزه
201063121298	Restaurant	غزالة ريستوران وكافية				
201063121298	Restaurant	غزالة ريستوران وكافية		حي الزمالك		
201063121298	Restaurant	غزالة ريستوران وكافية		حي الزمالك	الزمالك	
201063134095	Cafe	Elrmontada		بلبيس	بلبيس	الزقازيق
201063134095	Cafe	Elrmontada				
201063134095	Cafe	Elrmontada		بلبيس		
201063134095	Cafe	Elrmontada		بلبيس	بلبيس	
201063214950	Restaurant	كشرينا		المعادي‎	البساتين	القاهرة
201063214950	Restaurant	كشرينا		المعادي‎	المعادي	القاهرة
201063214950	Restaurant	كشرينا		المعادي	المعادي	القاهرة
201063214950	Restaurant	كشرينا		زهراء المعادى التيسير	المعادي	القاهرة
201063214950	Restaurant	كشرينا				
201063214950	Restaurant	كشرينا		المعادي‎		
201063214950	Restaurant	كشرينا		المعادي‎	البساتين	
201063214950	Restaurant	كشرينا		المعادي‎	المعادي	
201063214950	Restaurant	كشرينا		المعادي		
201063214950	Restaurant	كشرينا		المعادي	المعادي	
201063214950	Restaurant	كشرينا		زهراء المعادى التيسير		
201063214950	Restaurant	كشرينا		زهراء المعادى التيسير	المعادي	
201063225809	Cafe	fox		المعادي‎	البساتين	القاهرة
201063225809	Cafe	fox		المعادي‎	المعادي	القاهرة
201063225809	Cafe	fox		المعادي	المعادي	القاهرة
201063225809	Cafe	fox		المعادي	طرة‎	القاهرة
201063225809	Cafe	fox		المعادي‎‎	المعادي	القاهرة
201063225809	Cafe	fox		حي المعادي	المعادي	القاهرة
201063225809	Cafe	fox		حي المعادي	دار السلام‎	القاهرة
201063225809	Cafe	fox				
201063225809	Cafe	fox		المعادي‎		
201063225809	Cafe	fox		المعادي‎	البساتين	
201063225809	Cafe	fox		المعادي‎	المعادي	
201063225809	Cafe	fox		المعادي		
201063225809	Cafe	fox		المعادي	المعادي	
201063225809	Cafe	fox		المعادي	طرة‎	
201063225809	Cafe	fox		المعادي‎‎		
201063225809	Cafe	fox		المعادي‎‎	المعادي	
201063225809	Cafe	fox		حي المعادي		
201063225809	Cafe	fox		حي المعادي	المعادي	
201063225809	Cafe	fox		حي المعادي	دار السلام‎	
201063246106	Cafe	كافيه سفارى		مركز سنورس	سنورس	الفيوم
201063246106	Cafe	كافيه سفارى		مركز سنورس	عزب بحيرة قارون	الفيوم
201063246106	Cafe	كافيه سفارى		مركز سنورس	قرى شرق سنورس	الفيوم
201063246106	Cafe	كافيه سفارى		مركز سنورس	قرى غرب سنورس	الفيوم
201063246106	Cafe	كافيه سفارى				
201063246106	Cafe	كافيه سفارى		مركز سنورس		
201063246106	Cafe	كافيه سفارى		مركز سنورس	سنورس	
201063246106	Cafe	كافيه سفارى		مركز سنورس	عزب بحيرة قارون	
201063246106	Cafe	كافيه سفارى		مركز سنورس	قرى شرق سنورس	
201063246106	Cafe	كافيه سفارى		مركز سنورس	قرى غرب سنورس	
201063329736	Restaurant	كورتاديتو		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201063329736	Restaurant	كورتاديتو				
201063329736	Restaurant	كورتاديتو		حي مدينه نصر‎‎‎‎		
201063329736	Restaurant	كورتاديتو		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201063339771	Restaurant	هم هم		الشيخ زايد	الشيخ زايد	الجيزه
201063339771	Restaurant	هم هم		الشيخ زايد 	الشيخ زايد	الجيزه
201063339771	Restaurant	هم هم		الشيخ زايد 1	الشيخ زايد	الجيزه
201063339771	Restaurant	هم هم				
201063339771	Restaurant	هم هم		الشيخ زايد		
201063339771	Restaurant	هم هم		الشيخ زايد	الشيخ زايد	
201063339771	Restaurant	هم هم		الشيخ زايد 		
201063339771	Restaurant	هم هم		الشيخ زايد 	الشيخ زايد	
201063339771	Restaurant	هم هم		الشيخ زايد 1		
201063339771	Restaurant	هم هم		الشيخ زايد 1	الشيخ زايد	
201063365273	Restaurant	مطغم كوكو		المطرية	المطرية	القاهرة
201063365273	Restaurant	مطغم كوكو		المطريه	المطرية	القاهرة
201063365273	Restaurant	مطغم كوكو				
201063365273	Restaurant	مطغم كوكو		المطرية		
201063365273	Restaurant	مطغم كوكو		المطرية	المطرية	
201063365273	Restaurant	مطغم كوكو		المطريه		
201063365273	Restaurant	مطغم كوكو		المطريه	المطرية	
201063513886	PlayStation	spider man		بولاق الدكرور	بولاق الدكرور	الجيزه
201063513886	PlayStation	spider man		بولاق الدكرور	فيصل	الجيزه
201063513886	PlayStation	spider man		بولاق الدكرور (التوزيعة الجديدة)	بولاق الدكرور	الجيزه
201063513886	PlayStation	spider man				
201063513886	PlayStation	spider man		بولاق الدكرور		
201063513886	PlayStation	spider man		بولاق الدكرور	بولاق الدكرور	
201063513886	PlayStation	spider man		بولاق الدكرور	فيصل	
201063513886	PlayStation	spider man		بولاق الدكرور (التوزيعة الجديدة)		
201063513886	PlayStation	spider man		بولاق الدكرور (التوزيعة الجديدة)	بولاق الدكرور	
201063525690	Cafe	بابا عبده		سوهاج البحر	سوهاج البحر	سوهاج
201063525690	Cafe	بابا عبده				
201063525690	Cafe	بابا عبده		سوهاج البحر		
201063525690	Cafe	بابا عبده		سوهاج البحر	سوهاج البحر	
201063592725	Restaurant	مطعم قمر الشهباء 		عين شمس	عين شمس	القاهرة
201063592725	Restaurant	مطعم قمر الشهباء 				
201063592725	Restaurant	مطعم قمر الشهباء 		عين شمس		
201063592725	Restaurant	مطعم قمر الشهباء 		عين شمس	عين شمس	
201063628850	Restaurant	حليب يا قشطة		البيطاش	العجمي	الإسكندرية
201063628850	Restaurant	حليب يا قشطة		العجمي	العجمي	الإسكندرية
201063628850	Restaurant	حليب يا قشطة		العجمي	عامرية اول	الإسكندرية
201063628850	Restaurant	حليب يا قشطة		العجمي	عامرية ثاني ‎	الإسكندرية
201063628850	Restaurant	حليب يا قشطة		العجمي	الساحل الشمالي الشرقي	الساحل الشمالي
201063628850	Restaurant	حليب يا قشطة				
201063628850	Restaurant	حليب يا قشطة		البيطاش		
201063628850	Restaurant	حليب يا قشطة		البيطاش	العجمي	
201063628850	Restaurant	حليب يا قشطة		العجمي		
201063628850	Restaurant	حليب يا قشطة		العجمي	الساحل الشمالي الشرقي	
201063628850	Restaurant	حليب يا قشطة		العجمي	العجمي	
201063628850	Restaurant	حليب يا قشطة		العجمي	عامرية اول	
201063628850	Restaurant	حليب يا قشطة		العجمي	عامرية ثاني ‎	
201063650701	Cafe	اصالة كافية		محرم بك	محرم بك	الإسكندرية
201063650701	Cafe	اصالة كافية				
201063650701	Cafe	اصالة كافية		محرم بك		
201063650701	Cafe	اصالة كافية		محرم بك	محرم بك	
201063749305	Restaurant	BRANCO		شبرا الخيمة	شبرا الخيمة	القاهرة
201063749305	Restaurant	BRANCO				
201063749305	Restaurant	BRANCO		شبرا الخيمة		
201063749305	Restaurant	BRANCO		شبرا الخيمة	شبرا الخيمة	
201063759435	Restaurant	yummy's smash burger		6 اكتوبر	6 اكتوبر	الجيزه
201063759435	Restaurant	yummy's smash burger				
201063759435	Restaurant	yummy's smash burger		6 اكتوبر		
201063759435	Restaurant	yummy's smash burger		6 اكتوبر	6 اكتوبر	
201063836376	Restaurant	باب المندب		فيصل	فيصل	الجيزه
201063836376	Restaurant	باب المندب				
201063836376	Restaurant	باب المندب		فيصل		
201063836376	Restaurant	باب المندب		فيصل	فيصل	
201063845535	Restaurant	مطعم روستر		جليم	جليم	الإسكندرية
201063845535	Restaurant	مطعم روستر		سموحة	سموحة	الإسكندرية
201063845535	Restaurant	مطعم روستر				
201063845535	Restaurant	مطعم روستر		جليم		
201063845535	Restaurant	مطعم روستر		جليم	جليم	
201063845535	Restaurant	مطعم روستر		سموحة		
201063845535	Restaurant	مطعم روستر		سموحة	سموحة	
201063887756	Cafe	Good game		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201063887756	Cafe	Good game		مدينة نصر	مدينة نصر‎‎‎‎	القاهرة
201063887756	Cafe	Good game				
201063887756	Cafe	Good game		حي مدينه نصر‎‎‎‎		
201063887756	Cafe	Good game		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201063887756	Cafe	Good game		مدينة نصر		
201063887756	Cafe	Good game		مدينة نصر	مدينة نصر‎‎‎‎	
201063961449	Restaurant	مطعم العمده		مصر الجديدة	مصر الجديدة	القاهرة
201063961449	Restaurant	مطعم العمده				
201063961449	Restaurant	مطعم العمده		مصر الجديدة		
201063961449	Restaurant	مطعم العمده		مصر الجديدة	مصر الجديدة	
201064012784	Restaurant	كشري ابن البلد		مؤسسة شبرا	مؤسسة شبرا	القاهرة
201064012784	Restaurant	كشري ابن البلد		مؤسسه شبرا	مؤسسة شبرا	القاهرة
201064012784	Restaurant	كشري ابن البلد				
201064012784	Restaurant	كشري ابن البلد		مؤسسة شبرا		
201064012784	Restaurant	كشري ابن البلد		مؤسسة شبرا	مؤسسة شبرا	
201064012784	Restaurant	كشري ابن البلد		مؤسسه شبرا		
201064012784	Restaurant	كشري ابن البلد		مؤسسه شبرا	مؤسسة شبرا	
201064078266	Restaurant	فسفور		ميامي	ميامي	الإسكندرية
201064078266	Restaurant	فسفور				
201064078266	Restaurant	فسفور		ميامي		
201064078266	Restaurant	فسفور		ميامي	ميامي	
201064144116	Restaurant	كرسبي لاند		الزيتون	الزيتون	القاهرة
201064144116	Restaurant	كرسبي لاند				
201064144116	Restaurant	كرسبي لاند		الزيتون		
201064144116	Restaurant	كرسبي لاند		الزيتون	الزيتون	
201064214571	Cafe	كافيه الياسمين		سموحة	سموحة	الإسكندرية
201064214571	Cafe	كافيه الياسمين		سموحة 	سموحة	الإسكندرية
201064214571	Cafe	كافيه الياسمين				
201064214571	Cafe	كافيه الياسمين		سموحة		
201064214571	Cafe	كافيه الياسمين		سموحة	سموحة	
201064214571	Cafe	كافيه الياسمين		سموحة 		
201064214571	Cafe	كافيه الياسمين		سموحة 	سموحة	
201064249063	Restaurant	Prince fried chiken		6 اكتوبر	6 اكتوبر	الجيزه
201064249063	Restaurant	Prince fried chiken				
201064249063	Restaurant	Prince fried chiken		6 اكتوبر		
201064249063	Restaurant	Prince fried chiken		6 اكتوبر	6 اكتوبر	
201064404416	Cafe	Glitch		6 اكتوبر	6 اكتوبر	الجيزه
201064404416	Cafe	Glitch		6 اكتوبر 	6 اكتوبر	الجيزه
201064404416	Cafe	Glitch				
201064404416	Cafe	Glitch		6 اكتوبر		
201064404416	Cafe	Glitch		6 اكتوبر	6 اكتوبر	
201064404416	Cafe	Glitch		6 اكتوبر 		
201064404416	Cafe	Glitch		6 اكتوبر 	6 اكتوبر	
201064560078	Cafe	play point		الشيخ زايد	الشيخ زايد	الجيزه
201064560078	Cafe	play point		الشيخ زايد 1	الشيخ زايد	الجيزه
201064560078	Cafe	play point				
201064560078	Cafe	play point		الشيخ زايد		
201064560078	Cafe	play point		الشيخ زايد	الشيخ زايد	
201064560078	Cafe	play point		الشيخ زايد 1		
201064560078	Cafe	play point		الشيخ زايد 1	الشيخ زايد	
201064699272	Cafe	7days cafe		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	القاهرة
201064699272	Cafe	7days cafe				
201064699272	Cafe	7days cafe		حي مدينه نصر‎‎‎‎		
201064699272	Cafe	7days cafe		حي مدينه نصر‎‎‎‎	مدينة نصر‎‎‎‎	
201064813316	Cafe	شوجر		منيا القمح	منيا القمح 	الزقازيق
201064813316	Cafe	شوجر		منيا القمح 	منيا القمح 	الزقازيق
201064813316	Cafe	شوجر		منيا القمح	كفر شكر	القليوبية
201064813316	Cafe	شوجر		منيا القمح	مشتول السوق	القليوبية
201064813316	Cafe	شوجر				
201064813316	Cafe	شوجر		منيا القمح		
201064813316	Cafe	شوجر		منيا القمح	كفر شكر	
201064813316	Cafe	شوجر		منيا القمح	مشتول السوق	
201064813316	Cafe	شوجر		منيا القمح	منيا القمح 	
201064813316	Cafe	شوجر		منيا القمح 		
201064813316	Cafe	شوجر		منيا القمح 	منيا القمح 	
201064843959	Cafe	كافيه ناصية عمر		فيكتوريا	فيكتوريا	الإسكندرية
201064843959	Cafe	كافيه ناصية عمر				
201064843959	Cafe	كافيه ناصية عمر		فيكتوريا		
201064843959	Cafe	كافيه ناصية عمر		فيكتوريا	فيكتوريا	
201064940634	Restaurant	بيتزا  إن		الهرم	الهرم	الجيزه
201064940634	Restaurant	بيتزا  إن		الهرم	فيصل	الجيزه
201064940634	Restaurant	بيتزا  إن				
201064940634	Restaurant	بيتزا  إن		الهرم		
201064940634	Restaurant	بيتزا  إن		الهرم	الهرم	
201064940634	Restaurant	بيتزا  إن		الهرم	فيصل	
201064988444	Cafe	جولد		مصر الجديدة	مصر الجديدة	القاهرة
201064988444	Cafe	جولد				
201064988444	Cafe	جولد		مصر الجديدة		
201064988444	Cafe	جولد		مصر الجديدة	مصر الجديدة	
201065027213	Restaurant	مطعم افريكانو		فيصل	فيصل	الجيزه
201065027213	Restaurant	مطعم افريكانو				
201065027213	Restaurant	مطعم افريكانو		فيصل		
201065027213	Restaurant	مطعم افريكانو		فيصل	فيصل	
201065031988	Cafe	أبو آيه		الطويله	الطويله	المنصورة
201065031988	Cafe	أبو آيه				
201065031988	Cafe	أبو آيه		الطويله		
201065031988	Cafe	أبو آيه		الطويله	الطويله	
201065050565	Restaurant	Pizza bety		البيطاش	العجمي	الإسكندرية
201065050565	Restaurant	Pizza bety		العجمي	العجمي	الإسكندرية
201065050565	Restaurant	Pizza bety		العجمي	عامرية اول	الإسكندرية
201065050565	Restaurant	Pizza bety		العجمي	عامرية ثاني ‎	الإسكندرية
201065050565	Restaurant	Pizza bety				
201065050565	Restaurant	Pizza bety		البيطاش		
201065050565	Restaurant	Pizza bety		البيطاش	العجمي	
201065050565	Restaurant	Pizza bety		العجمي		
201065050565	Restaurant	Pizza bety		العجمي	العجمي	
201065050565	Restaurant	Pizza bety		العجمي	عامرية اول	
201065050565	Restaurant	Pizza bety		العجمي	عامرية ثاني ‎	
201065188884	Cafe	اوانج كافيه 		6 اكتوبر	6 اكتوبر	الجيزه
201065188884	Cafe	اوانج كافيه 		6 أكتوبر( 2 )	6 اكتوبر	الجيزه
201065188884	Cafe	اوانج كافيه 		6اكتوبر	6 اكتوبر	الجيزه
201065188884	Cafe	اوانج كافيه 		اكتوبر 6	6 اكتوبر	الجيزه
201065188884	Cafe	اوانج كافيه 		اكتوبر6*	6 اكتوبر	الجيزه
201065188884	Cafe	اوانج كافيه 				
201065188884	Cafe	اوانج كافيه 		6 اكتوبر		
201065188884	Cafe	اوانج كافيه 		6 اكتوبر	6 اكتوبر	
201065188884	Cafe	اوانج كافيه 		6 أكتوبر( 2 )		
201065188884	Cafe	اوانج كافيه 		6 أكتوبر( 2 )	6 اكتوبر	
201065188884	Cafe	اوانج كافيه 		6اكتوبر		
201065188884	Cafe	اوانج كافيه 		6اكتوبر	6 اكتوبر	
201065188884	Cafe	اوانج كافيه 		اكتوبر 6		
201065188884	Cafe	اوانج كافيه 		اكتوبر 6	6 اكتوبر	
201065188884	Cafe	اوانج كافيه 		اكتوبر6*		
201065188884	Cafe	اوانج كافيه 		اكتوبر6*	6 اكتوبر	
201065307080	Restaurant	مطعم كرنشيز		الفيوم غرب	الفيوم غرب	الفيوم
201065307080	Restaurant	مطعم كرنشيز				
201065307080	Restaurant	مطعم كرنشيز		الفيوم غرب		
201065307080	Restaurant	مطعم كرنشيز		الفيوم غرب	الفيوم غرب	
201065338000	Cafe	كافتريا قنا  		قنا شرق	قنا شرق	قنا
201065338000	Cafe	كافتريا قنا  		قنا شرق 	الاشراف الشرقية	قنا
201065338000	Cafe	كافتريا قنا  		قنا شرق 	الاشراف القبلية	قنا
201065338000	Cafe	كافتريا قنا  		قنا شرق 	قنا شرق	قنا
201065338000	Cafe	كافتريا قنا  		قنا شرق 	قنا غرب	قنا
201065338000	Cafe	كافتريا قنا  				
201065338000	Cafe	كافتريا قنا  		قنا شرق		
201065338000	Cafe	كافتريا قنا  		قنا شرق	قنا شرق	
201065338000	Cafe	كافتريا قنا  		قنا شرق 		
201065338000	Cafe	كافتريا قنا  		قنا شرق 	الاشراف الشرقية	
201065338000	Cafe	كافتريا قنا  		قنا شرق 	الاشراف القبلية	
201065338000	Cafe	كافتريا قنا  		قنا شرق 	قنا شرق	
201065338000	Cafe	كافتريا قنا  		قنا شرق 	قنا غرب	
201065519200	Restaurant	ميكس جريل		الهرم	الهرم	الجيزه
201065519200	Restaurant	ميكس جريل				
201065519200	Restaurant	ميكس جريل		الهرم		
201065519200	Restaurant	ميكس جريل		الهرم	الهرم	
201065561046	Cafe	باريستا		بلقاس	بلقاس	المنصورة
201065561046	Cafe	باريستا		مركز و مدينة بلقاس	بلقاس	المنصورة
201065561046	Cafe	باريستا		مركز و مدينة بلقاس	جمصة	المنصورة
201065561046	Cafe	باريستا				
201065561046	Cafe	باريستا		بلقاس		
201065561046	Cafe	باريستا		بلقاس	بلقاس	
201065561046	Cafe	باريستا		مركز و مدينة بلقاس		
201065561046	Cafe	باريستا		مركز و مدينة بلقاس	بلقاس	
201065561046	Cafe	باريستا		مركز و مدينة بلقاس	جمصة	
201065699099	Restaurant	شيخ كباب		التجمع و الرحاب	التجمع و الرحاب	القاهرة
201065699099	Restaurant	شيخ كباب				
201065699099	Restaurant	شيخ كباب		التجمع و الرحاب		
201065699099	Restaurant	شيخ كباب		التجمع و الرحاب	التجمع و الرحاب	
201065882067	Cafe	مزاج 		الشاطبي	الشاطبي	الإسكندرية
201065882067	Cafe	مزاج 				
201065882067	Cafe	مزاج 		الشاطبي		
201065882067	Cafe	مزاج 		الشاطبي	الشاطبي	
201066073337	Cafe	كازابلانكا		محب - شكري القواتلي	محب - شكري القواتلي	المحلة الكبرى
201066073337	Cafe	كازابلانكا				
201066073337	Cafe	كازابلانكا		محب - شكري القواتلي		
201066073337	Cafe	كازابلانكا		محب - شكري القواتلي	محب - شكري القواتلي	
201066133987	Cafe	Alexa cafe & Mart		الشروق	مدينة الشروق	القاهرة
201066133987	Cafe	Alexa cafe & Mart		حي الشروق	مدينة الشروق	القاهرة
201066133987	Cafe	Alexa cafe & Mart		مدينة الشروق	مدينة الشروق	القاهرة
201066133987	Cafe	Alexa cafe & Mart				
201066133987	Cafe	Alexa cafe & Mart		الشروق		
201066133987	Cafe	Alexa cafe & Mart		الشروق	مدينة الشروق	
201066133987	Cafe	Alexa cafe & Mart		حي الشروق		
201066133987	Cafe	Alexa cafe & Mart		حي الشروق	مدينة الشروق	
201066133987	Cafe	Alexa cafe & Mart		مدينة الشروق		
201066133987	Cafe	Alexa cafe & Mart		مدينة الشروق	مدينة الشروق	
201066166126	Cafe	Migz Ice Cream		المعادي‎	المعادي	القاهرة
201066166126	Cafe	Migz Ice Cream				
201066166126	Cafe	Migz Ice Cream		المعادي‎		
201066166126	Cafe	Migz Ice Cream		المعادي‎	المعادي	
201066353680	Cafe	كافيه كنوز		طنطا ثان	طنطا ثان	طنطا
201066353680	Cafe	كافيه كنوز				
201066353680	Cafe	كافيه كنوز		طنطا ثان		
201066353680	Cafe	كافيه كنوز		طنطا ثان	طنطا ثان	
201066444001	Cafe	بلال		الهرم	الهرم	الجيزه
201066444001	Cafe	بلال				
201066444001	Cafe	بلال		الهرم		
201066444001	Cafe	بلال		الهرم	الهرم	
201066464151	Cafe	havana		الشيخ زايد	الشيخ زايد	الجيزه
